"id_notice","real_words_strongs_in_notice","real_words_strongs_in_notice_number_appear","fake_words_strongs_in_notice","fake_words_strongs_in_notice_number_appear","notice_strong_words_real_total","notice_strong_words_fake_total","notice_strong_words_total","classe_notice"
837,"['acompanhamento', 'acordo', 'acumular', 'distrito', 'higienizacao', 'igualitario', 'imunizacao', 'internacao', 'pastar', 'pastar', 'sabado', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar', 'transmissao']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 5, 5, 5, 5, 5, 1]","[]","[]",17,0,17,1
839,"['absoluto', 'adotada', 'autoridad', 'desgastar', 'estrategia', 'europeu', 'europeu', 'europeu', 'europeu', 'interpretar', 'justicar', 'regiao', 'resolucao']","[1, 1, 1, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1]","['imagem']","[1]",13,1,14,1
840,"['comissao', 'pratico', 'quarentenar', 'reajustar', 'ricardo', 'rotina']","[1, 1, 1, 1, 1, 1]","['amigar', 'camisa', 'parir']","[1, 1, 1]",6,3,9,1
844,"['adhanom', 'desenvolvimento', 'preliminar', 'saudar', 'sputnik', 'tedro']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
845,"['adulto', 'adulto', 'ambientar', 'ambientar', 'ansiedad', 'ansiedad', 'ansiedad', 'atendido', 'comportamento', 'comportamento', 'consequencia', 'depressao', 'depressao', 'depressao', 'desafiar', 'desenvolvimento', 'destacar', 'diagnosticar', 'diagnosticar', 'especifico', 'infancia', 'lancamento', 'normalment', 'parceria', 'piorar', 'preocupacao', 'reforcar', 'saudar', 'saudar', 'situacao']","[2, 2, 2, 2, 3, 3, 3, 1, 2, 2, 1, 3, 3, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1]","['adorar', 'assaltar', 'camisa', 'chorar', 'fingir', 'menino', 'menino']","[1, 1, 1, 1, 1, 2, 2]",30,7,37,1
846,"['aglomeracao', 'client', 'normalidad', 'prever']","[1, 1, 1, 1]","[]","[]",4,0,4,1
848,"['adotada', 'amplo', 'autoridad', 'comorbidad', 'estabilidad', 'estrategia', 'estrategico', 'estrategico', 'fase', 'necessidad', 'subir', 'vulneravel']","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1]","[]","[]",12,0,12,1
849,"['almeida', 'quarentenar', 'recurso', 'rocha', 'sabado']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
850,"['acumular', 'consorcio', 'consorcio', 'consorcio', 'contabilizar', 'estatistico', 'infectar', 'levantamento', 'levantamento', 'observar', 'periodo', 'recordar', 'tendencia', 'variacao']","[1, 3, 3, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]","[]","[]",14,0,14,1
851,"['antecipar', 'anuncio', 'avancar', 'flexibilizacao', 'integro', 'recuar', 'restritivo']","[1, 1, 1, 1, 1, 1, 1]","[]","[]",7,0,7,1
854,"['adotada', 'crescimento', 'curvo', 'fase', 'instituto', 'relaxamento', 'saudar', 'saudar']","[1, 1, 1, 1, 1, 1, 2, 2]","[]","[]",8,0,8,1
856,"[]","[]","[]","[]",0,0,0,1
857,"['boletim', 'infectar', 'intensivo', 'internar', 'periferia', 'periodo', 'piorar', 'quilometro']","[1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
858,"['associacao', 'colaboracao', 'iniciativo', 'instituto', 'instituto', 'vulneravel']","[1, 1, 1, 2, 2, 1]","[]","[]",6,0,6,1
859,"['antecipar', 'biliao', 'biliao', 'companhia', 'crise', 'impactar', 'perspectivo', 'quedo', 'trafego', 'trimestr', 'trimestr', 'trimestr', 'trimestr', 'trimestr']","[1, 2, 2, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5]","[]","[]",14,0,14,1
860,"['ambito', 'anteriorment', 'argumentar', 'argumentar', 'aurelio', 'aurelio', 'barroso', 'barroso', 'colegiado', 'condenacao', 'condenacao', 'corpu', 'corpu', 'curvo', 'decisao', 'decisao', 'decisao', 'decisao', 'decisao', 'decisao', 'decisao', 'decisao', 'divergencia', 'edson', 'edson', 'edson', 'edson', 'excecao', 'exjuiz', 'exjuiz', 'fachin', 'fachin', 'fachin', 'fachin', 'fachin', 'fachin', 'fachin', 'fachin', 'fachin', 'flexibilizar', 'fux', 'guaruja', 'guaruja', 'habea', 'habea', 'instituto', 'internar', 'julgamento', 'julgamento', 'julgamento', 'julgamento', 'julgamento', 'justicar', 'justicar', 'lewandowski', 'lewandowski', 'lewandowski', 'lewandowski', 'magistrado', 'mantido', 'mantido', 'mantido', 'mello', 'mello', 'ministrar', 'ministrar', 'ministrar', 'ministrar', 'plenario', 'plenario', 'plenario', 'plenario', 'plenario', 'plenario', 'plenario', 'plenario', 'posicionamento', 'pratico', 'precedent', 'processo', 'processo', 'processo', 'proferir', 'recurso', 'recurso', 'recurso', 'recurso', 'regrar', 'remessar', 'republico', 'requerimento', 'ricardo', 'ricardo', 'sentenca', 'supremo', 'supremo', 'supremo', 'supremo', 'supremo', 'suspeicao', 'transferir', 'triplex', 'triplex', 'turma', 'turma', 'turma', 'turma', 'varar', 'varar', 'varar']","[1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 8, 8, 8, 8, 8, 8, 8, 8, 1, 4, 4, 4, 4, 1, 2, 2, 9, 9, 9, 9, 9, 9, 9, 9, 9, 1, 1, 2, 2, 2, 2, 1, 1, 5, 5, 5, 5, 5, 2, 2, 4, 4, 4, 4, 1, 3, 3, 3, 2, 2, 4, 4, 4, 4, 8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 1, 3, 3, 3, 1, 4, 4, 4, 4, 1, 1, 1, 1, 2, 2, 1, 5, 5, 5, 5, 5, 1, 1, 2, 2, 4, 4, 4, 4, 3, 3, 3]","[]","[]",110,0,110,1
861,"['decisao', 'economia', 'folhar', 'gued', 'integro', 'ministrar']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
868,"['alerj', 'condicao', 'esquema', 'esquema', 'gabinet', 'implementar', 'mprj', 'mprj', 'pslrj', 'rachadinha', 'rachadinha', 'sigla', 'suspeito']","[1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1]","[]","[]",13,0,13,1
869,"['apurar', 'assistencia', 'barroso', 'benjamin', 'comissao', 'conduta', 'conduta', 'conduta', 'crise', 'crise', 'decisao', 'exministro', 'necessario', 'plano', 'plenario', 'posicionamento', 'supremo', 'tcu', 'tcu']","[1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[]","[]",19,0,19,1
871,"['autoridad', 'deteccao', 'europeu', 'recordar', 'reducao', 'reuniao', 'situacao', 'surtir', 'taxar']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
872,"['autoridad', 'client', 'decisao', 'esquema', 'facilitar', 'justicar', 'lavagem', 'lavagem', 'lavagem', 'mantido', 'recurso', 'sentenca']","[1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1]","[]","[]",12,0,12,1
873,"['barroso', 'barroso', 'barroso', 'feriar', 'funcionamento', 'ministrar', 'ministrar', 'primeiroministro', 'supremo']","[3, 3, 3, 1, 1, 2, 2, 1, 1]","['cbn']","[1]",9,1,10,1
875,"['autoridad', 'companhia', 'companhia', 'especializar', 'especializar', 'estimativo', 'manutencao', 'manutencao', 'propagacao', 'saudar', 'saudar']","[1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2]","[]","[]",11,0,11,1
877,"['destacar', 'epidemiar', 'facilitar', 'implementacao', 'periodo']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
878,"['academiar', 'advocaciager', 'alvorar', 'anuncio', 'descumprimento', 'descumprimento', 'justicar', 'minimizar', 'ministrar', 'nelson', 'pastar', 'salao', 'saudar', 'saudar', 'situacao', 'sugestao', 'teich']","[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1]","['casamentar']","[1]",17,1,18,1
881,"['apurar', 'comissao', 'comparacao', 'esquema', 'inquerito', 'jorg', 'rejeitar', 'rejeitar', 'ribeiro']","[1, 1, 1, 1, 1, 1, 2, 2, 1]","[]","[]",9,0,9,1
883,"['aglomeracao', 'impactar', 'impactar', 'instituto', 'mudanca', 'plano', 'prever', 'regrar']","[1, 2, 2, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
884,"['domingo', 'reforcar']","[1, 1]","['facada', 'ganhar', 'lixar']","[1, 1, 1]",2,3,5,1
885,"['embora', 'exministro', 'exministro', 'inquerito', 'interferencia', 'interferencia', 'interferencia', 'investigacao', 'irregularidad', 'processo', 'processo', 'relacao', 'sociai']","[1, 2, 2, 1, 3, 3, 3, 1, 1, 2, 2, 1, 1]","[]","[]",13,0,13,1
888,"['antecipar', 'fundacao']","[1, 1]","[]","[]",2,0,2,1
892,"['assistenci', 'associacao', 'cnj', 'condicao', 'decisao', 'destinar', 'equipamento', 'federar', 'federar', 'justicar', 'levantamento', 'processo', 'recurso', 'recurso', 'regrar', 'saudar', 'saudar', 'saudar', 'saudar', 'superar', 'transferir']","[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 4, 4, 4, 4, 1, 1]","[]","[]",21,0,21,1
896,"['articulacao', 'comportamento', 'congresso', 'crise', 'dialogo', 'expressivo', 'florido', 'florido', 'integrant', 'integrant', 'jantar', 'liderar', 'minimizar', 'mudanca', 'necessario', 'palacio', 'planalto', 'saudar', 'transmissao', 'wajngarten']","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['imagem']","[1]",20,1,21,1
897,"['avancar', 'comissao', 'decisao', 'ministrar', 'necessario', 'prorrogacao', 'quarentenar', 'quarentenar', 'saudar', 'surtir']","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1]","[]","[]",10,0,10,1
898,"['amplo', 'estrategia', 'exministro', 'henriqu', 'indicador', 'interino', 'interino', 'ministrar', 'nelson', 'pastar', 'pastar', 'sabado', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar', 'teich', 'teich', 'teich', 'teich', 'transicao']","[1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 1]","[]","[]",23,0,23,1
901,"['anuncio', 'bancada', 'bancada', 'biliao', 'biliao', 'congresso', 'decisao', 'economia', 'emendar', 'emendar', 'henriqu', 'individuar', 'individuar', 'ministrar', 'recurso', 'recurso', 'saudar', 'saudar', 'saudar', 'videoconferencia']","[1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 3, 3, 3, 1]","[]","[]",20,0,20,1
902,"['compromisso', 'conformar', 'economia', 'fluminens', 'gued', 'ministrar', 'saneamento', 'saneamento']","[1, 1, 1, 1, 1, 1, 2, 2]","['carrefour']","[1]",8,1,9,1
904,"['fluminens', 'funcionamento', 'goncalo', 'inicialment', 'internacao', 'levantamento', 'metropolitano', 'parceria', 'privar', 'regiao', 'temporario', 'wilson', 'witzel']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",13,0,13,1
910,"['benjamin', 'cepa', 'cepa', 'disseminacao', 'ministrar', 'planar', 'prazo', 'regiao', 'saudar', 'tcu', 'tcu']","[1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2]","[]","[]",11,0,11,1
912,"['constatar', 'destacar', 'efetividad', 'efetividad', 'hospitalizacao', 'impactar', 'imunizacao', 'inglaterra', 'inglaterra', 'sabado', 'saudar', 'saudar']","[1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2]","[]","[]",12,0,12,1
914,"['araujo', 'circulacao', 'intensivo', 'internacao', 'internacao', 'saudar', 'saudar']","[1, 1, 1, 2, 2, 2, 2]","[]","[]",7,0,7,1
916,"['folhar', 'regulamentar', 'sabatino', 'sabatino']","[1, 1, 2, 2]","[]","[]",4,0,4,1
917,"['desempenhar', 'distrito', 'rocha']","[1, 1, 1]","[]","[]",3,0,3,1
923,"['adversario', 'antecipar', 'destinar', 'estrategia', 'planar', 'pratico', 'pratico', 'republico', 'transmissao']","[1, 1, 1, 1, 1, 2, 2, 1, 1]","['fraudar', 'mentiroso']","[1, 1]",9,2,11,1
927,"['caxia', 'caxia', 'caxia', 'caxia', 'dedicar', 'descumprir', 'dificuldad', 'duqu', 'duqu', 'fluminens', 'fluminens', 'habitant', 'infectar', 'internar', 'redondo', 'sabado', 'saudar', 'taxar', 'taxar']","[4, 4, 4, 4, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2]","[]","[]",19,0,19,1
929,"['aprovacao', 'exigencia', 'inicialment', 'planar', 'plano', 'prazo', 'prazo', 'prazo', 'prorrogacao', 'prorrogacao', 'reuter', 'tesourar']","[1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 1, 1]","[]","[]",12,0,12,1
930,"['cepa', 'contagioso', 'desembarcar', 'domingo', 'genoma', 'isolar', 'mutacao', 'mutacao', 'saudar']","[1, 1, 1, 1, 1, 1, 2, 2, 1]","[]","[]",9,0,9,1
931,"['cenario', 'comparacao', 'consequencia', 'crescimento', 'crescimento', 'demandar', 'demandar', 'demandar', 'demandar', 'demandar', 'estimativo', 'expectativa', 'extraordinario', 'implementar', 'oficialment', 'projecao', 'quedo', 'quedo', 'quedo', 'quedo', 'reflexo', 'respostar']","[1, 1, 1, 2, 2, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 1, 1]","[]","[]",22,0,22,1
932,"['araujo', 'carla', 'cenario', 'colunista', 'levantamento', 'ministrar', 'quedo']","[1, 1, 1, 1, 1, 1, 1]","[]","[]",7,0,7,1
938,"['aglomeracao', 'autorizacao', 'coletivo', 'infectar', 'infectar', 'justicar', 'justicar', 'justicar', 'justicar', 'periodo', 'periodo', 'realizacao', 'regrar', 'saudar', 'souza', 'videoconferencia', 'videoconferencia']","[1, 1, 1, 2, 2, 4, 4, 4, 4, 2, 2, 1, 1, 1, 1, 2, 2]","[]","[]",17,0,17,1
942,"['afetado', 'destacar', 'inconsistencia', 'inconsistencia', 'monitoramento', 'monitoramento', 'pagamento', 'pagamento', 'pagamento', 'processo', 'profissionai']","[1, 1, 2, 2, 2, 2, 3, 3, 3, 1, 1]","[]","[]",11,0,11,1
943,"['alckmin', 'bancada', 'calheiro', 'cerimonia', 'comissao', 'enxerga', 'estrategico', 'fez', 'geraldo', 'inquerito', 'investigacao', 'mdbal', 'nogueira', 'nogueira', 'nogueira', 'nogueira', 'planalto', 'planalto', 'planalto', 'quatro', 'sessao']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 3, 3, 3, 1, 1]","[]","[]",21,0,21,1
945,"['araujo', 'cenario', 'conjuntar', 'conjuntar', 'diplomata', 'ernesto', 'espirito', 'exministro', 'itamarati', 'quedo']","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1]","['atribuir', 'versao']","[1, 1]",10,2,12,1
946,"['imunizacao', 'imunizacao', 'normalidad', 'pastar', 'saudar', 'saudar']","[2, 2, 1, 1, 2, 2]","[]","[]",6,0,6,1
949,"['aplicacao', 'carat', 'conformar', 'dosar', 'epidemiar', 'imunizacao', 'integrant', 'provincia', 'regiao']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
951,"['expressivo', 'obtido', 'recordar', 'saudar', 'saudar', 'transmissao', 'transmissao']","[1, 1, 1, 2, 2, 2, 2]","['abencoar', 'imagem']","[1, 1]",7,2,9,1
953,"['colaboracao', 'desenvolvimento', 'equipamento', 'escalar', 'isolar', 'logistico', 'modelo', 'saudar', 'saudar', 'saudar', 'ventilacao']","[1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1]","['compartilhar', 'compartilhar']","[2, 2]",11,2,13,1
955,"['associacao', 'economia', 'economia', 'pratico', 'republico']","[1, 2, 2, 1, 1]","['greve', 'greve']","[2, 2]",5,2,7,1
961,"['adicionar', 'conformar', 'estatistico', 'impactar', 'inglaterra', 'positivar', 'preocupacao', 'recordar', 'reuter', 'saudar', 'taxar', 'vulneravel']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['espalhar']","[1]",12,1,13,1
962,"['concessionario', 'guaruja', 'guaruja', 'martim', 'periodo', 'regrar', 'sabado', 'sabado', 'transmissao']","[1, 2, 2, 1, 1, 1, 2, 2, 1]","[]","[]",9,0,9,1
964,"['comissao', 'congresso', 'justicar', 'justicar', 'justicar', 'ministrar', 'necessario', 'pastar', 'pastar', 'prioridad', 'republico', 'servidor', 'supremo', 'supremo']","[1, 1, 3, 3, 3, 1, 1, 2, 2, 1, 1, 1, 2, 2]","[]","[]",14,0,14,1
965,"['calendario', 'milho', 'milho', 'milho', 'milho', 'publicoalvo', 'situacao']","[1, 4, 4, 4, 4, 1, 1]","[]","[]",7,0,7,1
968,"['dedicar', 'elaborar', 'inovacao', 'periferia', 'positivar', 'rotina']","[1, 1, 1, 1, 1, 1]","['misturar']","[1]",6,1,7,1
969,"['compilar', 'decorrencia', 'intervalar', 'levantamento', 'oficialment', 'periodo', 'recebido', 'saudar', 'subir', 'taxar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",10,0,10,1
970,"['atendido', 'atuacao', 'desenvolvimento', 'destinar', 'emendar', 'emendar', 'investigacao', 'levantamento', 'marinhar', 'marinhar', 'orcamentaria', 'pastar', 'pastar', 'saneamento', 'saudar', 'superar', 'tcu', 'volumar']","[1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1]","[]","[]",18,0,18,1
975,"['celebrar', 'confederacao', 'obtido']","[1, 1, 1]","[]","[]",3,0,3,1
976,"['anticorpo', 'avancar', 'companhia', 'economia', 'estagio', 'expectativa', 'moderno', 'recuperacao', 'reuter', 'saudar', 'subir', 'variacao', 'vespera']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['ganhar']","[1]",13,1,14,1
977,"['sugestao']","[1]","['revoltar']","[1]",1,1,2,1
981,"['antecipar', 'atrair', 'estrategia', 'federar', 'fronteiro', 'fronteiro', 'funcionamento', 'interrupcao', 'modelo', 'turista', 'turista', 'turista']","[1, 1, 1, 1, 2, 2, 1, 1, 1, 3, 3, 3]","['parir']","[1]",12,1,13,1
983,"['acordo', 'aplicacao', 'apoio', 'autonomia', 'conselho', 'conselho', 'conselho', 'distrito', 'esquema', 'imunizacao', 'instituto', 'milho', 'milho', 'necessidad', 'oficio', 'operacionalizacao', 'plano', 'prioritario', 'prioritario']","[1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2]","[]","[]",19,0,19,1
986,"['desenvolvimento', 'gorinchteyn', 'gorinchteyn', 'habitant', 'internacao', 'necessidad', 'regiao', 'saudar', 'saudar']","[1, 2, 2, 1, 1, 1, 1, 2, 2]","[]","[]",9,0,9,1
987,"['antonio', 'reuniao']","[1, 1]","[]","[]",2,0,2,1
989,"['absoluto', 'boletim', 'comparacao', 'crescimento', 'epidemiologico', 'levantamento', 'observar', 'observar']","[1, 1, 1, 1, 1, 1, 2, 2]","['verificar']","[1]",8,1,9,1
991,"['avancar', 'consolidar', 'expectativa']","[1, 1, 1]","[]","[]",3,0,3,1
992,"['cirurgico', 'intensivo', 'reuter']","[1, 1, 1]","['imagem']","[1]",3,1,4,1
995,"['arrecadar', 'colleg', 'converso', 'desafiar', 'destacar', 'exercicio', 'expressar', 'mudanca', 'preservar', 'preservar', 'quarentenar', 'rotina', 'saudad', 'saudad', 'situacao', 'souza', 'ufrj']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1]","['ilustrar', 'sortir']","[1, 1]",17,2,19,1
996,"['antecipar', 'condicao', 'estimativo', 'imunizacao', 'imunizacao', 'imunizacao', 'ministrar', 'queiroga', 'reuniao', 'saudar', 'saudar', 'wellington', 'wellington', 'wellington']","[1, 1, 1, 3, 3, 3, 1, 1, 1, 2, 2, 3, 3, 3]","[]","[]",14,0,14,1
997,"['dinamarca', 'dinamarca', 'espanha', 'mutacao', 'preocupacao', 'surto', 'tambem', 'transmissao']","[2, 2, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
999,"['adversario', 'bandeirant', 'gabinet', 'henriqu', 'integrant', 'ministrar', 'negativar', 'palacio', 'palacio', 'palacio', 'pastar', 'permanencia', 'planalto', 'positivar', 'reforcar', 'saudar', 'tucano']","[1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1]","['atribuir']","[1]",17,1,18,1
1000,"['acordo', 'acumular', 'adhanom', 'disseminacao', 'esforco', 'esquema', 'europeu', 'impulsionar', 'infectar', 'prazo', 'preocupacao', 'reuter', 'saudar', 'saudar', 'tedro', 'tedro', 'tedro', 'vulneravel']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 1]","[]","[]",18,0,18,1
1003,"['azevedo', 'congresso', 'excecao', 'individuar', 'ministrar']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
1004,"['emendar', 'enfrentamento', 'henriqu', 'ministrar', 'ministrar', 'pastar', 'reafirmar', 'reuniao', 'saudar']","[1, 1, 1, 2, 2, 1, 1, 1, 1]","[]","[]",9,0,9,1
1008,"['adulto', 'andrea', 'autonomia', 'fase', 'infancia', 'movimentacao']","[1, 1, 1, 1, 1, 1]","['ganhar']","[1]",6,1,7,1
1010,"['argumentar', 'competicao', 'decorrencia', 'elaborar', 'funcao', 'paralisar', 'possibilidad', 'sugestao', 'treinamento']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
1012,"['atuacao', 'congresso', 'converso', 'demrj', 'dificuldad', 'emendar', 'funcao', 'ministrar', 'ministrar', 'mudanca', 'mudanca', 'mudanca', 'opcao', 'proposto', 'regulamentar']","[1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 1, 1, 1]","[]","[]",15,0,15,1
1016,"['associacao', 'contabilizar', 'correspondent', 'correspondent', 'estrategia', 'isolar', 'particularment', 'saudar', 'saudar', 'videoconferencia', 'vulneravel']","[1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1]","[]","[]",11,0,11,1
1019,"['araujo', 'carla', 'carla', 'colunista', 'colunista', 'companhia', 'gued', 'gued', 'proprio', 'tambem', 'trimestr']","[1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1]","[]","[]",11,0,11,1
1021,"['acordo', 'acordo', 'consorcio', 'contrato', 'habitant', 'imunizacao', 'imunizacao', 'imunizacao', 'instituto', 'instituto', 'margem', 'milho', 'milho', 'none', 'percepcao', 'proporcao', 'relacao', 'resultado', 'sabado', 'sendo', 'sendo', 'serao', 'tambem', 'velocidad']","[2, 2, 1, 1, 1, 3, 3, 3, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1]","[]","[]",24,0,24,1
1025,"['ambientar', 'comissao', 'destacar']","[1, 1, 1]","['incendio']","[1]",3,1,4,1
1027,"['decisao', 'julgamento', 'justicar', 'realizacao', 'recurso', 'rossi']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
1029,"['destinar', 'emprestimo', 'mudanca', 'prazo', 'prazo', 'privar', 'prorrogacao', 'prorrogar']","[1, 1, 1, 2, 2, 1, 1, 1]","[]","[]",8,0,8,1
1037,"['adiamento', 'folhar', 'integro']","[1, 1, 1]","['desfilar']","[1]",3,1,4,1
1038,"['acumular', 'balancar', 'biliao', 'comparacao', 'economia', 'exportacao', 'exportacao', 'importacao', 'importacao', 'quedo', 'quedo', 'superar']","[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1]","[]","[]",12,0,12,1
1044,"['afetado', 'afetado', 'alcolumbr', 'congresso', 'congresso', 'congresso', 'congresso', 'demap', 'feriar', 'justicar', 'sessao', 'sessao', 'supremo']","[2, 2, 1, 4, 4, 4, 4, 1, 1, 1, 2, 2, 1]","[]","[]",13,0,13,1
1046,"['fabricio', 'justicar', 'queiroz', 'randolf']","[1, 1, 1, 1]","['catedr']","[1]",4,1,5,1
1048,"['circulacao', 'circulacao', 'diretoria', 'fundacao', 'integro', 'monitoramento', 'varga']","[2, 2, 1, 1, 1, 1, 1]","['circular', 'visualizacao']","[1, 1]",7,2,9,1
1053,"['alcolumbr', 'comissao', 'consenso', 'economia', 'enfrentamento', 'entendimento', 'interlocutor', 'legislativo', 'necessario', 'paralisar', 'presenciar', 'prioridad', 'prioridad', 'prioridad', 'proposto', 'reuniao', 'semestr', 'tramitacao', 'tramitar', 'tramitar', 'tributario', 'tributario', 'tributario', 'tributario']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 2, 2, 4, 4, 4, 4]","[]","[]",24,0,24,1
1054,"['constituicao', 'constituicao', 'decisao', 'palacio', 'planalto']","[2, 2, 1, 1, 1]","[]","[]",5,0,5,1
1057,"['comissao', 'depressao', 'estagio', 'inglaterra', 'isolar', 'isolar', 'isolar', 'quarentenar', 'saudar']","[1, 1, 1, 1, 3, 3, 3, 1, 1]","['menino', 'parir', 'verdadeiro']","[1, 1, 1]",9,3,12,1
1059,"['desenvolvido', 'efetividad', 'fase', 'globonew']","[1, 1, 1, 1]","[]","[]",4,0,4,1
1060,"['enfrentamento', 'enfrentamento', 'enfrentamento', 'reconhecimento']","[3, 3, 3, 1]","[]","[]",4,0,4,1
1061,"['inglaterra', 'oposto', 'positivar', 'recuperacao', 'situacao']","[1, 1, 1, 1, 1]","['abencoar']","[1]",5,1,6,1
1062,"['agravar', 'associacao', 'dinamarca', 'espanha', 'geografia', 'hospitalizacao', 'hospitalizacao', 'hospitalizar', 'hospitalizar', 'hospitalizar', 'hospitalizar', 'instituto', 'internacao', 'investigacao', 'investigacao', 'investigacao', 'journal', 'journal', 'liderar', 'negativar', 'negativar', 'piorar', 'positivar', 'positivar', 'presenca', 'regiao', 'saudar']","[1, 1, 1, 1, 1, 2, 2, 4, 4, 4, 4, 1, 1, 3, 3, 3, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1]","[]","[]",27,0,27,1
1067,"['apostar', 'autorizacao', 'especifico', 'expectativa', 'fase', 'fase', 'imunizacao', 'imunizacao', 'inicialment', 'observar', 'parceiro', 'parceiro', 'parcelar', 'regiao']","[1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1]","[]","[]",14,0,14,1
1069,"['desafio', 'fez', 'humberto', 'sociai']","[1, 1, 1, 1]","[]","[]",4,0,4,1
1070,"['atrair', 'disseminacao', 'kong', 'kong']","[1, 1, 2, 2]","[]","[]",4,0,4,1
1073,"['aumento', 'conjuntar', 'desempenhar', 'flexibilizar', 'fluxo', 'fluxo', 'fluxo', 'levantamento', 'movimentacao', 'parceria', 'regiao', 'regiao', 'regiao', 'regiao', 'respectivament', 'sudest', 'sudest']","[1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 1, 2, 2]","[]","[]",17,0,17,1
1075,"['arrecadar', 'domingo', 'marilia', 'mendonca', 'periferia', 'periodo', 'saudar', 'transmissao', 'urbano', 'vulneravel']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",10,0,10,1
